sale_id,date_key,store_id,product_id,quantity,unit_price,discount_pct,revenue
68,20251001,S001,P0001,3,29.05,0.0,87.15
69,20251002,S001,P0001,6,29.05,0.0,174.3
70,20251003,S001,P0001,9,29.05,0.0,261.45
71,20251004,S001,P0001,3,29.05,0.0,87.15
72,20251005,S001,P0001,9,29.05,0.0,261.45
73,20251006,S001,P0001,6,29.05,0.0,174.3
74,20251007,S001,P0001,14,29.05,0.13,353.83
75,20251008,S001,P0001,6,29.05,0.0,174.3
76,20251009,S001,P0001,2,29.05,0.0,58.1
77,20251010,S001,P0001,4,29.05,0.0,116.2
78,20251011,S001,P0001,4,29.05,0.0,116.2
79,20251012,S001,P0001,2,29.05,0.0,58.1
80,20251013,S001,P0001,2,29.05,0.0,58.1
81,20251014,S001,P0001,8,29.05,0.2,185.92
82,20251015,S001,P0001,4,29.05,0.0,116.2
83,20251016,S001,P0001,3,29.05,0.0,87.15
84,20251017,S001,P0001,3,29.05,0.13,75.82
85,20251018,S001,P0001,6,29.05,0.0,174.3
86,20251019,S001,P0001,12,29.05,0.0,348.6
87,20251020,S001,P0001,5,29.05,0.0,145.25
88,20251021,S001,P0001,2,29.05,0.0,58.1
89,20251022,S001,P0001,7,29.05,0.0,203.35
90,20251023,S001,P0001,5,29.05,0.0,145.25
91,20251024,S001,P0001,5,29.05,0.0,145.25
92,20251025,S001,P0001,5,29.05,0.0,145.25
93,20251026,S001,P0001,6,29.05,0.0,174.3
94,20251027,S001,P0001,10,29.05,0.0,290.5
95,20251028,S001,P0001,6,29.05,0.0,174.3
96,20251029,S001,P0001,5,29.05,0.0,145.25
97,20251030,S001,P0001,9,29.05,0.0,261.45
98,20251031,S001,P0001,6,29.05,0.0,174.3
99,20251101,S001,P0001,9,29.05,0.0,261.45
100,20251102,S001,P0001,15,29.05,0.0,435.75
101,20251103,S001,P0001,10,29.05,0.0,290.5
102,20251104,S001,P0001,8,29.05,0.0,232.4
103,20251105,S001,P0001,5,29.05,0.0,145.25
104,20251106,S001,P0001,13,29.05,0.0,377.65
105,20251107,S001,P0001,6,29.05,0.0,174.3
106,20251108,S001,P0001,11,29.05,0.0,319.55
107,20251109,S001,P0001,14,29.05,0.0,406.7
108,20251110,S001,P0001,8,29.05,0.0,232.4
109,20251111,S001,P0001,8,29.05,0.0,232.4
110,20251112,S001,P0001,10,29.05,0.0,290.5
111,20251113,S001,P0001,16,29.05,0.15,395.08
112,20251114,S001,P0001,11,29.05,0.0,319.55
113,20251115,S001,P0001,11,29.05,0.0,319.55
114,20251116,S001,P0001,10,29.05,0.0,290.5
115,20251117,S001,P0001,8,29.05,0.0,232.4
116,20251118,S001,P0001,17,29.05,0.12,434.59
117,20251120,S001,P0001,10,29.05,0.0,290.5
118,20251121,S001,P0001,4,29.05,0.0,116.2
119,20251122,S001,P0001,6,29.05,0.0,174.3
120,20251123,S001,P0001,12,29.05,0.0,348.6
121,20251124,S001,P0001,12,29.05,0.0,348.6
122,20251125,S001,P0001,16,29.05,0.0,464.8
123,20251126,S001,P0001,8,29.05,0.0,232.4
124,20251127,S001,P0001,8,29.05,0.0,232.4
125,20251128,S001,P0001,8,29.05,0.0,232.4
126,20251129,S001,P0001,16,29.05,0.0,464.8
127,20251130,S001,P0001,10,29.05,0.0,290.5
128,20251201,S001,P0001,8,29.05,0.0,232.4
129,20251202,S001,P0001,16,29.05,0.0,464.8
130,20251203,S001,P0001,10,29.05,0.0,290.5
131,20251204,S001,P0001,6,29.05,0.0,174.3
132,20251205,S001,P0001,18,29.05,0.13,454.92
133,20251206,S001,P0001,7,29.05,0.0,203.35
134,20251207,S001,P0001,10,29.05,0.0,290.5
135,20251208,S001,P0001,8,29.05,0.0,232.4
136,20251209,S001,P0001,13,29.05,0.0,377.65
137,20251210,S001,P0001,9,29.05,0.0,261.45
138,20251211,S001,P0001,5,29.05,0.0,145.25
139,20251212,S001,P0001,4,29.05,0.0,116.2
140,20251213,S001,P0001,10,29.05,0.0,290.5
141,20251214,S001,P0001,14,29.05,0.0,406.7
142,20251215,S001,P0001,10,29.05,0.0,290.5
143,20251216,S001,P0001,7,29.05,0.0,203.35
144,20251217,S001,P0001,8,29.05,0.0,232.4
145,20251218,S001,P0001,12,29.05,0.0,348.6
146,20251219,S001,P0001,10,29.05,0.0,290.5
147,20251220,S001,P0001,10,29.05,0.0,290.5
148,20251221,S001,P0001,14,29.05,0.0,406.7
149,20251222,S001,P0001,7,29.05,0.0,203.35
150,20251223,S001,P0001,4,29.05,0.0,116.2
151,20251224,S001,P0001,6,29.05,0.0,174.3
152,20251225,S001,P0001,5,29.05,0.0,145.25
153,20251226,S001,P0001,9,29.05,0.0,261.45
154,20251227,S001,P0001,12,29.05,0.0,348.6
155,20251228,S001,P0001,6,29.05,0.0,174.3
156,20251229,S001,P0001,8,29.05,0.0,232.4
157,20251230,S001,P0001,12,29.05,0.0,348.6
158,20251231,S001,P0001,6,29.05,0.0,174.3
159,20260101,S001,P0001,7,29.05,0.0,203.35
160,20260102,S001,P0001,7,29.05,0.0,203.35
161,20260103,S001,P0001,6,29.05,0.0,174.3
162,20260104,S001,P0001,9,29.05,0.0,261.45
163,20260105,S001,P0001,3,29.05,0.0,87.15
164,20260106,S001,P0001,4,29.05,0.0,116.2
165,20260107,S001,P0001,7,29.05,0.26,150.48
166,20260108,S001,P0001,8,29.05,0.0,232.4
167,20260109,S001,P0001,8,29.05,0.0,232.4
168,20260110,S001,P0001,5,29.05,0.0,145.25
169,20260111,S001,P0001,7,29.05,0.0,203.35
170,20260112,S001,P0001,3,29.05,0.0,87.15
171,20260113,S001,P0001,2,29.05,0.0,58.1
172,20260114,S001,P0001,7,29.05,0.0,203.35
173,20260115,S001,P0001,2,29.05,0.0,58.1
174,20260116,S001,P0001,7,29.05,0.0,203.35
175,20260117,S001,P0001,5,29.05,0.0,145.25
176,20260118,S001,P0001,7,29.05,0.0,203.35
177,20260119,S001,P0001,3,29.05,0.0,87.15
178,20260120,S001,P0001,12,29.05,0.0,348.6
179,20260121,S001,P0001,5,29.05,0.0,145.25
180,20260122,S001,P0001,5,29.05,0.0,145.25
181,20260123,S001,P0001,7,29.05,0.0,203.35
182,20260124,S001,P0001,2,29.05,0.0,58.1
183,20260125,S001,P0001,8,29.05,0.0,232.4
184,20260126,S001,P0001,3,29.05,0.0,87.15
185,20260127,S001,P0001,6,29.05,0.0,174.3
186,20260128,S001,P0001,5,29.05,0.0,145.25
187,20260129,S001,P0001,3,29.05,0.0,87.15
188,20260130,S001,P0001,7,29.05,0.0,203.35
189,20260131,S001,P0001,5,29.05,0.0,145.25
190,20260201,S001,P0001,7,29.05,0.0,203.35
191,20260202,S001,P0001,9,29.05,0.0,261.45
192,20260203,S001,P0001,4,29.05,0.0,116.2
193,20260204,S001,P0001,5,29.05,0.0,145.25
194,20260205,S001,P0001,7,29.05,0.29,144.38
195,20260206,S001,P0001,4,29.05,0.0,116.2
196,20260207,S001,P0001,10,29.05,0.13,252.73
197,20260208,S001,P0001,5,29.05,0.0,145.25
198,20260209,S001,P0001,3,29.05,0.0,87.15
199,20260210,S001,P0001,9,29.05,0.0,261.45
200,20260211,S001,P0001,4,29.05,0.0,116.2
201,20260212,S001,P0001,6,29.05,0.0,174.3
202,20260213,S001,P0001,9,29.05,0.0,261.45
203,20260214,S001,P0001,5,29.05,0.0,145.25
204,20260215,S001,P0001,5,29.05,0.0,145.25
205,20260216,S001,P0001,4,29.05,0.0,116.2
206,20260217,S001,P0001,5,29.05,0.0,145.25
207,20260218,S001,P0001,6,29.05,0.0,174.3
208,20260219,S001,P0001,1,29.05,0.0,29.05
209,20260220,S001,P0001,4,29.05,0.0,116.2
210,20260221,S001,P0001,5,29.05,0.0,145.25
211,20260222,S001,P0001,8,29.05,0.0,232.4
212,20260223,S001,P0001,5,29.05,0.0,145.25
213,20260224,S001,P0001,7,29.05,0.14,174.88
214,20260225,S001,P0001,4,29.05,0.0,116.2
215,20260226,S001,P0001,3,29.05,0.0,87.15
216,20260227,S001,P0001,7,29.05,0.0,203.35
217,20260228,S001,P0001,10,29.05,0.0,290.5
218,20260301,S001,P0001,7,29.05,0.0,203.35
219,20260302,S001,P0001,8,29.05,0.0,232.4
220,20260303,S001,P0001,10,29.05,0.0,290.5
221,20260304,S001,P0001,9,29.05,0.0,261.45
222,20260305,S001,P0001,3,29.05,0.0,87.15
223,20260306,S001,P0001,6,29.05,0.0,174.3
224,20260307,S001,P0001,8,29.05,0.0,232.4
225,20260308,S001,P0001,4,29.05,0.0,116.2
226,20260309,S001,P0001,10,29.05,0.0,290.5
227,20260310,S001,P0001,7,29.05,0.0,203.35
228,20260311,S001,P0001,2,29.05,0.0,58.1
229,20260312,S001,P0001,3,29.05,0.0,87.15
230,20260313,S001,P0001,11,29.05,0.0,319.55
231,20260314,S001,P0001,8,29.05,0.0,232.4
232,20260315,S001,P0001,8,29.05,0.0,232.4
233,20260316,S001,P0001,7,29.05,0.0,203.35
234,20260317,S001,P0001,3,29.05,0.0,87.15
235,20260318,S001,P0001,8,29.05,0.0,232.4
236,20260319,S001,P0001,6,29.05,0.0,174.3
237,20260320,S001,P0001,8,29.05,0.0,232.4
238,20260322,S001,P0001,5,29.05,0.0,145.25
239,20260323,S001,P0001,7,29.05,0.0,203.35
240,20260324,S001,P0001,8,29.05,0.0,232.4
241,20260325,S001,P0001,11,29.05,0.0,319.55
242,20260326,S001,P0001,10,29.05,0.0,290.5
243,20260327,S001,P0001,6,29.05,0.0,174.3
244,20260328,S001,P0001,4,29.05,0.0,116.2
245,20260329,S001,P0001,4,29.05,0.0,116.2
246,20260330,S001,P0001,3,29.05,0.0,87.15
247,20260331,S001,P0001,6,29.05,0.0,174.3
248,20260401,S001,P0001,4,29.05,0.0,116.2
249,20260402,S001,P0001,8,29.05,0.0,232.4
250,20260403,S001,P0001,3,29.05,0.0,87.15
251,20260404,S001,P0001,9,29.05,0.0,261.45
252,20260405,S001,P0001,4,29.05,0.0,116.2
253,20260406,S001,P0001,4,29.05,0.0,116.2
254,20260407,S001,P0001,7,29.05,0.0,203.35
255,20260408,S001,P0001,6,29.05,0.0,174.3
256,20260409,S001,P0001,6,29.05,0.0,174.3
257,20260410,S001,P0001,8,29.05,0.0,232.4
258,20260411,S001,P0001,9,29.05,0.0,261.45
259,20260412,S001,P0001,4,29.05,0.0,116.2
260,20260413,S001,P0001,9,29.05,0.0,261.45
261,20260414,S001,P0001,5,29.05,0.0,145.25
262,20260415,S001,P0001,4,29.05,0.0,116.2
263,20260416,S001,P0001,3,29.05,0.0,87.15
264,20260417,S001,P0001,2,29.05,0.0,58.1
265,20260418,S001,P0001,7,29.05,0.0,203.35
266,20260419,S001,P0001,6,29.05,0.0,174.3
267,20260420,S001,P0001,7,29.05,0.0,203.35
268,20260421,S001,P0001,5,29.05,0.0,145.25
269,20260422,S001,P0001,6,29.05,0.0,174.3
270,20260423,S001,P0001,4,29.05,0.0,116.2
271,20260424,S001,P0001,10,29.05,0.0,290.5
272,20260425,S001,P0001,4,29.05,0.0,116.2
273,20260426,S001,P0001,6,29.05,0.0,174.3
274,20260427,S001,P0001,7,29.05,0.0,203.35
275,20260428,S001,P0001,3,29.05,0.0,87.15
276,20260429,S001,P0001,9,29.05,0.0,261.45
277,20260430,S001,P0001,5,29.05,0.0,145.25
278,20260501,S001,P0001,3,29.05,0.0,87.15
279,20260502,S001,P0001,3,29.05,0.0,87.15
280,20260503,S001,P0001,5,29.05,0.0,145.25
281,20260504,S001,P0001,2,29.05,0.0,58.1
282,20260505,S001,P0001,12,29.05,0.0,348.6
283,20260506,S001,P0001,5,29.05,0.0,145.25
284,20260507,S001,P0001,5,29.05,0.0,145.25
285,20260508,S001,P0001,4,29.05,0.0,116.2
286,20260509,S001,P0001,8,29.05,0.0,232.4
287,20260510,S001,P0001,7,29.05,0.0,203.35
288,20260511,S001,P0001,8,29.05,0.0,232.4
289,20260512,S001,P0001,5,29.05,0.0,145.25
290,20260513,S001,P0001,5,29.05,0.22,113.3
291,20260514,S001,P0001,7,29.05,0.0,203.35
292,20260515,S001,P0001,7,29.05,0.0,203.35
293,20260516,S001,P0001,8,29.05,0.0,232.4
294,20260517,S001,P0001,4,29.05,0.0,116.2
295,20260518,S001,P0001,6,29.05,0.0,174.3
296,20260519,S001,P0001,5,29.05,0.17,120.56
297,20260520,S001,P0001,5,29.05,0.0,145.25
298,20260521,S001,P0001,7,29.05,0.0,203.35
299,20260522,S001,P0001,6,29.05,0.0,174.3
300,20260523,S001,P0001,10,29.05,0.0,290.5
301,20260524,S001,P0001,7,29.05,0.0,203.35
302,20260525,S001,P0001,4,29.05,0.0,116.2
303,20260526,S001,P0001,5,29.05,0.0,145.25
304,20260527,S001,P0001,2,29.05,0.0,58.1
305,20260528,S001,P0001,8,29.05,0.0,232.4
306,20260529,S001,P0001,6,29.05,0.0,174.3
307,20260530,S001,P0001,5,29.05,0.0,145.25
308,20260531,S001,P0001,3,29.05,0.0,87.15
309,20260601,S001,P0001,6,29.05,0.0,174.3
310,20260602,S001,P0001,7,29.05,0.0,203.35
311,20260603,S001,P0001,3,29.05,0.0,87.15
312,20260604,S001,P0001,4,29.05,0.0,116.2
313,20260605,S001,P0001,3,29.05,0.0,87.15
314,20260606,S001,P0001,8,29.05,0.0,232.4
315,20260607,S001,P0001,9,29.05,0.0,261.45
316,20260608,S001,P0001,4,29.05,0.0,116.2
317,20260609,S001,P0001,5,29.05,0.0,145.25
318,20260610,S001,P0001,5,29.05,0.1,130.72
319,20260611,S001,P0001,3,29.05,0.0,87.15
320,20260612,S001,P0001,7,29.05,0.0,203.35
321,20260613,S001,P0001,11,29.05,0.0,319.55
322,20260614,S001,P0001,4,29.05,0.0,116.2
323,20260615,S001,P0001,4,29.05,0.0,116.2
324,20260616,S001,P0001,9,29.05,0.0,261.45
325,20260617,S001,P0001,8,29.05,0.0,232.4
326,20260618,S001,P0001,4,29.05,0.0,116.2
327,20260619,S001,P0001,10,29.05,0.0,290.5
328,20260620,S001,P0001,9,29.05,0.0,261.45
329,20260621,S001,P0001,6,29.05,0.0,174.3
330,20260622,S001,P0001,5,29.05,0.0,145.25
331,20260623,S001,P0001,6,29.05,0.0,174.3
332,20260624,S001,P0001,7,29.05,0.0,203.35
333,20260625,S001,P0001,3,29.05,0.0,87.15
334,20260626,S001,P0001,10,29.05,0.0,290.5
335,20260627,S001,P0001,4,29.05,0.0,116.2
336,20260628,S001,P0001,5,29.05,0.0,145.25
337,20260629,S001,P0001,10,29.05,0.0,290.5
338,20260630,S001,P0001,4,29.05,0.0,116.2
339,20260701,S001,P0001,6,29.05,0.0,174.3
340,20260702,S001,P0001,8,29.05,0.29,165.0
341,20260703,S001,P0001,3,29.05,0.0,87.15
342,20260704,S001,P0001,7,29.05,0.0,203.35
343,20260705,S001,P0001,8,29.05,0.0,232.4
344,20260706,S001,P0001,3,29.05,0.0,87.15
345,20260707,S001,P0001,3,29.05,0.0,87.15
346,20260708,S001,P0001,7,29.05,0.19,164.71
347,20260709,S001,P0001,9,29.05,0.16,219.62
348,20260710,S001,P0001,9,29.05,0.0,261.45
349,20260711,S001,P0001,12,29.05,0.0,348.6
350,20260712,S001,P0001,6,29.05,0.0,174.3
351,20260713,S001,P0001,6,29.05,0.0,174.3
352,20260714,S001,P0001,14,29.05,0.0,406.7
353,20260715,S001,P0001,5,29.05,0.0,145.25
354,20260716,S001,P0001,5,29.05,0.0,145.25
355,20260717,S001,P0001,10,29.05,0.0,290.5
356,20260718,S001,P0001,8,29.05,0.0,232.4
357,20260719,S001,P0001,8,29.05,0.0,232.4
358,20260720,S001,P0001,9,29.05,0.0,261.45
359,20260721,S001,P0001,5,29.05,0.0,145.25
360,20260722,S001,P0001,4,29.05,0.0,116.2
361,20260723,S001,P0001,7,29.05,0.0,203.35
362,20260724,S001,P0001,3,29.05,0.0,87.15
363,20260725,S001,P0001,6,29.05,0.0,174.3
364,20250726,S002,P0001,8,29.05,0.0,232.4
365,20250727,S002,P0001,10,29.05,0.0,290.5
366,20250728,S002,P0001,4,29.05,0.0,116.2
367,20250729,S002,P0001,5,29.05,0.0,145.25
368,20250730,S002,P0001,9,29.05,0.0,261.45
369,20250731,S002,P0001,7,29.05,0.0,203.35
370,20250801,S002,P0001,5,29.05,0.0,145.25
371,20250802,S002,P0001,3,29.05,0.0,87.15
372,20250803,S002,P0001,7,29.05,0.0,203.35
373,20250804,S002,P0001,9,29.05,0.0,261.45
374,20250805,S002,P0001,6,29.05,0.0,174.3
375,20250806,S002,P0001,6,29.05,0.0,174.3
376,20250807,S002,P0001,4,29.05,0.0,116.2
377,20250808,S002,P0001,11,29.05,0.0,319.55
378,20250809,S002,P0001,5,29.05,0.0,145.25
379,20250810,S002,P0001,4,29.05,0.0,116.2
380,20250811,S002,P0001,4,29.05,0.0,116.2
381,20250812,S002,P0001,3,29.05,0.0,87.15
382,20250813,S002,P0001,2,29.05,0.0,58.1
383,20250814,S002,P0001,3,29.05,0.0,87.15
384,20250815,S002,P0001,9,29.05,0.0,261.45
385,20250816,S002,P0001,9,29.05,0.0,261.45
386,20250817,S002,P0001,7,29.05,0.0,203.35
387,20250818,S002,P0001,3,29.05,0.0,87.15
388,20250819,S002,P0001,6,29.05,0.0,174.3
389,20250820,S002,P0001,7,29.05,0.0,203.35
390,20250821,S002,P0001,1,29.05,0.0,29.05
391,20250822,S002,P0001,10,29.05,0.0,290.5
392,20250823,S002,P0001,6,29.05,0.0,174.3
393,20250824,S002,P0001,8,29.05,0.0,232.4
394,20250825,S002,P0001,5,29.05,0.0,145.25
395,20250826,S002,P0001,9,29.05,0.0,261.45
396,20250827,S002,P0001,4,29.05,0.22,90.64
397,20250828,S002,P0001,8,29.05,0.0,232.4
398,20250829,S002,P0001,6,29.05,0.0,174.3
399,20250830,S002,P0001,7,29.05,0.0,203.35
400,20250831,S002,P0001,7,29.05,0.0,203.35
401,20250901,S002,P0001,5,29.05,0.0,145.25
402,20250902,S002,P0001,5,29.05,0.0,145.25
403,20250903,S002,P0001,4,29.05,0.0,116.2
404,20250904,S002,P0001,9,29.05,0.0,261.45
405,20250905,S002,P0001,9,29.05,0.0,261.45
406,20250906,S002,P0001,7,29.05,0.0,203.35
407,20250907,S002,P0001,4,29.05,0.0,116.2
408,20250908,S002,P0001,10,29.05,0.0,290.5
409,20250909,S002,P0001,12,29.05,0.0,348.6
410,20250910,S002,P0001,2,29.05,0.0,58.1
411,20250911,S002,P0001,7,29.05,0.0,203.35
412,20250912,S002,P0001,8,29.05,0.0,232.4
413,20250913,S002,P0001,6,29.05,0.0,174.3
414,20250914,S002,P0001,5,29.05,0.0,145.25
415,20250915,S002,P0001,5,29.05,0.0,145.25
416,20250916,S002,P0001,6,29.05,0.0,174.3
417,20250917,S002,P0001,6,29.05,0.0,174.3
418,20250918,S002,P0001,2,29.05,0.0,58.1
419,20250919,S002,P0001,5,29.05,0.0,145.25
420,20250920,S002,P0001,8,29.05,0.0,232.4
421,20250921,S002,P0001,5,29.05,0.0,145.25
422,20250922,S002,P0001,6,29.05,0.0,174.3
423,20250923,S002,P0001,5,29.05,0.0,145.25
424,20250924,S002,P0001,4,29.05,0.0,116.2
425,20250925,S002,P0001,2,29.05,0.0,58.1
426,20250926,S002,P0001,12,29.05,0.24,264.94
427,20250927,S002,P0001,2,29.05,0.0,58.1
428,20250928,S002,P0001,7,29.05,0.17,168.78
429,20250929,S002,P0001,7,29.05,0.0,203.35
430,20250930,S002,P0001,4,29.05,0.0,116.2
431,20251001,S002,P0001,3,29.05,0.0,87.15
432,20251002,S002,P0001,8,29.05,0.0,232.4
433,20251003,S002,P0001,9,29.05,0.0,261.45
434,20251004,S002,P0001,4,29.05,0.0,116.2
435,20251005,S002,P0001,4,29.05,0.0,116.2
436,20251006,S002,P0001,6,29.05,0.0,174.3
437,20251007,S002,P0001,7,29.05,0.0,203.35
438,20251008,S002,P0001,3,29.05,0.0,87.15
439,20251009,S002,P0001,9,29.05,0.14,224.85
440,20251010,S002,P0001,9,29.05,0.29,185.63
441,20251011,S002,P0001,3,29.05,0.0,87.15
442,20251012,S002,P0001,7,29.05,0.0,203.35
443,20251013,S002,P0001,2,29.05,0.0,58.1
444,20251014,S002,P0001,10,29.05,0.0,290.5
445,20251015,S002,P0001,2,29.05,0.0,58.1
446,20251016,S002,P0001,7,29.05,0.0,203.35
447,20251017,S002,P0001,7,29.05,0.0,203.35
448,20251018,S002,P0001,3,29.05,0.0,87.15
449,20251019,S002,P0001,9,29.05,0.0,261.45
450,20251020,S002,P0001,6,29.05,0.0,174.3
451,20251021,S002,P0001,4,29.05,0.0,116.2
452,20251022,S002,P0001,11,29.05,0.0,319.55
453,20251023,S002,P0001,4,29.05,0.0,116.2
454,20251024,S002,P0001,6,29.05,0.0,174.3
455,20251025,S002,P0001,10,29.05,0.0,290.5
456,20251026,S002,P0001,6,29.05,0.0,174.3
457,20251027,S002,P0001,7,29.05,0.0,203.35
458,20251028,S002,P0001,8,29.05,0.0,232.4
459,20251029,S002,P0001,2,29.05,0.0,58.1
460,20251030,S002,P0001,3,29.05,0.0,87.15
461,20251031,S002,P0001,9,29.05,0.0,261.45
462,20251101,S002,P0001,16,29.05,0.0,464.8
463,20251102,S002,P0001,14,29.05,0.0,406.7
464,20251103,S002,P0001,7,29.05,0.0,203.35
465,20251104,S002,P0001,9,29.05,0.0,261.45
466,20251105,S002,P0001,5,29.05,0.0,145.25
467,20251106,S002,P0001,7,29.05,0.0,203.35
468,20251107,S002,P0001,13,29.05,0.0,377.65
469,20251108,S002,P0001,12,29.05,0.0,348.6
470,20251109,S002,P0001,17,29.05,0.26,365.45
471,20251110,S002,P0001,15,29.05,0.0,435.75
472,20251111,S002,P0001,5,29.05,0.0,145.25
473,20251112,S002,P0001,9,29.05,0.0,261.45
474,20251113,S002,P0001,11,29.05,0.0,319.55
475,20251114,S002,P0001,9,29.05,0.0,261.45
476,20251115,S002,P0001,12,29.05,0.0,348.6
477,20251116,S002,P0001,13,29.05,0.0,377.65
478,20251117,S002,P0001,12,29.05,0.0,348.6
479,20251118,S002,P0001,12,29.05,0.0,348.6
480,20251119,S002,P0001,10,29.05,0.0,290.5
481,20251120,S002,P0001,6,29.05,0.0,174.3
482,20251121,S002,P0001,7,29.05,0.0,203.35
483,20251122,S002,P0001,8,29.05,0.0,232.4
484,20251123,S002,P0001,13,29.05,0.0,377.65
485,20251124,S002,P0001,13,29.05,0.0,377.65
486,20251125,S002,P0001,9,29.05,0.0,261.45
487,20251126,S002,P0001,7,29.05,0.0,203.35
488,20251127,S002,P0001,5,29.05,0.0,145.25
489,20251128,S002,P0001,9,29.05,0.0,261.45
490,20251129,S002,P0001,9,29.05,0.0,261.45
491,20251130,S002,P0001,7,29.05,0.0,203.35
492,20251201,S002,P0001,8,29.05,0.0,232.4
493,20251202,S002,P0001,11,29.05,0.13,278.01
494,20251203,S002,P0001,9,29.05,0.0,261.45
495,20251204,S002,P0001,8,29.05,0.0,232.4
496,20251205,S002,P0001,10,29.05,0.0,290.5
497,20251206,S002,P0001,12,29.05,0.0,348.6
498,20251207,S002,P0001,11,29.05,0.0,319.55
499,20251208,S002,P0001,4,29.05,0.0,116.2
500,20251209,S002,P0001,8,29.05,0.0,232.4
501,20251210,S002,P0001,25,29.05,0.0,726.25
502,20251211,S002,P0001,9,29.05,0.0,261.45
503,20251212,S002,P0001,13,29.05,0.0,377.65
504,20251213,S002,P0001,16,29.05,0.0,464.8
505,20251214,S002,P0001,8,29.05,0.0,232.4
506,20251215,S002,P0001,10,29.05,0.0,290.5
507,20251216,S002,P0001,6,29.05,0.0,174.3
508,20251217,S002,P0001,14,29.05,0.0,406.7
509,20251218,S002,P0001,8,29.05,0.0,232.4
510,20251219,S002,P0001,7,29.05,0.0,203.35
511,20251220,S002,P0001,13,29.05,0.0,377.65
512,20251221,S002,P0001,14,29.05,0.0,406.7
513,20251222,S002,P0001,4,29.05,0.0,116.2
514,20251223,S002,P0001,7,29.05,0.0,203.35
515,20251224,S002,P0001,10,29.05,0.0,290.5
